variable,category,source_count,sample_sources
hippocampal_sampling,NEURAL_PHYS,1,T3:causal
hippocampal_state_transition,NEURAL_PHYS,1,T25:causal
holl_compositional_temporal_shape,UNCLASSIFIED,1,SC3:param
holl_compositional_temporal_shape.construct,UNCLASSIFIED,1,SC3:paramsub
holl_compositional_temporal_shape.phases,UNCLASSIFIED,1,SC3:paramsub
hpa_axis_cascade,NEURAL_PHYS,1,T5:causal
hpa_axis_dysregulation,NEURAL_PHYS,1,T50:causal
illumination_level,UNCLASSIFIED,1,CREA2:causal
illumination_spectrum,UNCLASSIFIED,1,MAT3:causal
impaired_perception,UNCLASSIFIED,1,T32:causal
implicit_affective_tag,PSYCH_COG,1,T9:causal
impression_management_sustainability,UNCLASSIFIED,1,SOC3:causal
incentive_salience_wanting,PSYCH_COG,1,T42:causal
increased_mentalizing_demand,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:mech
incubation_enhanced_creative_output,UNCLASSIFIED,1,CREA3:causal
incubation_of_creative_problems,UNCLASSIFIED,1,T54:causal
individual_proactive_capacity,UNCLASSIFIED,1,T45:causal
individual_trait,UNCLASSIFIED,1,AX8:causal
inhibitory_control_load,PSYCH_COG,1,DT2:causal
initial_affective_evaluation,PSYCH_COG,1,MAT5:causal
initial_hippocampal_cortical_binding,NEURAL_PHYS,1,E5:causal
input_salience_aggregate,PSYCH_COG,1,T68:causal
instructional_method,UNCLASSIFIED,1,E6:causal
integration_encounter_frequency_correlation,BEHAV_OUTCOME,1,SC4:param
integration_encounter_frequency_correlation.bridge_prior,BEHAV_OUTCOME,1,SC4:paramsub
integration_encounter_frequency_correlation.central_estimate,BEHAV_OUTCOME,1,SC4:paramsub
integration_encounter_frequency_correlation.confidence_interval_95,BEHAV_OUTCOME,1,SC4:paramsub
integration_encounter_frequency_correlation.confidence_score,BEHAV_OUTCOME,1,SC4:paramsub
integration_encounter_frequency_correlation.construct,BEHAV_OUTCOME,1,SC4:paramsub
integration_encounter_frequency_correlation.population_modifiers,BEHAV_OUTCOME,1,SC4:paramsub
integration_encounter_frequency_correlation.source_panels,BEHAV_OUTCOME,1,SC4:paramsub
integration_encounter_function,BEHAV_OUTCOME,1,SPATIAL_SOCIAL_ENCOUNTER_001:param
integration_encounter_function.bridge_type,BEHAV_OUTCOME,1,SPATIAL_SOCIAL_ENCOUNTER_001:paramsub
integration_encounter_function.coefficient,BEHAV_OUTCOME,1,SPATIAL_SOCIAL_ENCOUNTER_001:paramsub
integration_encounter_function.form,BEHAV_OUTCOME,1,SPATIAL_SOCIAL_ENCOUNTER_001:paramsub
integration_encounter_function.source,BEHAV_OUTCOME,1,SPATIAL_SOCIAL_ENCOUNTER_001:paramsub
integration_encounter_function.threshold_Rn,BEHAV_OUTCOME,1,SPATIAL_SOCIAL_ENCOUNTER_001:paramsub
integration_movement_correlation,UNCLASSIFIED,1,SC1:param
integration_movement_correlation.bridge_prior,UNCLASSIFIED,1,SC1:paramsub
integration_movement_correlation.central_estimate,UNCLASSIFIED,1,SC1:paramsub
integration_movement_correlation.confidence_interval_95,UNCLASSIFIED,1,SC1:paramsub
integration_movement_correlation.confidence_score,UNCLASSIFIED,1,SC1:paramsub
integration_movement_correlation.construct,UNCLASSIFIED,1,SC1:paramsub
integration_movement_correlation.population_modifiers,POP_MOD,1,SC1:paramsub
integration_movement_correlation.source_panels,UNCLASSIFIED,1,SC1:paramsub
integration_valence_correlation,PSYCH_COG,1,SC1:param
integration_valence_correlation.architectural_modifier_coefficients,ENV_ARCH,1,SC1:paramsub
integration_valence_correlation.bridge_prior,PSYCH_COG,1,SC1:paramsub
integration_valence_correlation.central_estimate,PSYCH_COG,1,SC1:paramsub
integration_valence_correlation.confidence_interval_95,PSYCH_COG,1,SC1:paramsub
integration_valence_correlation.confidence_score,PSYCH_COG,1,SC1:paramsub
integration_valence_correlation.construct,PSYCH_COG,1,SC1:paramsub
integration_valence_correlation.mechanism_note,PSYCH_COG,1,SC1:paramsub
integration_valence_correlation.population_modifiers,PSYCH_COG,1,SC1:paramsub
integration_valence_correlation.source_panels,PSYCH_COG,1,SC1:paramsub
intelligibility_navigation_accuracy,UNCLASSIFIED,1,SC1:param
intelligibility_navigation_accuracy.bridge_prior,UNCLASSIFIED,1,SC1:paramsub
intelligibility_navigation_accuracy.central_estimate,UNCLASSIFIED,1,SC1:paramsub
intelligibility_navigation_accuracy.confidence_interval_95,UNCLASSIFIED,1,SC1:paramsub
intelligibility_navigation_accuracy.confidence_score,UNCLASSIFIED,1,SC1:paramsub
intelligibility_navigation_accuracy.construct,UNCLASSIFIED,1,SC1:paramsub
intelligibility_navigation_accuracy.population_modifiers,POP_MOD,1,SC1:paramsub
intelligibility_navigation_accuracy.source_panels,UNCLASSIFIED,1,SC1:paramsub
interaction_quality,UNCLASSIFIED,1,SOC1:causal
intercalated_cell_activation,UNCLASSIFIED,1,T66:causal
internal_computation,UNCLASSIFIED,1,T28:causal
internally_directed_search_resources,ENV_ARCH,1,CREA2:causal
interoceptive_comfort_signal,NEURAL_PHYS,1,MAT1:causal
interoceptive_discomfort_signal,NEURAL_PHYS,1,PROXEMIC_PE_ARCH_001:mech
interoceptive_prediction_error,NEURAL_PHYS,1,T12:causal
interoceptive_signals,NEURAL_PHYS,1,T12:causal
interpersonal_distance_constraint,UNCLASSIFIED,1,PROXEMIC_PE_ARCH_001:mech
intrusion_response_threshold,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:param
intrusion_response_threshold.bridge_type,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
intrusion_response_threshold.primary_territory,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
intrusion_response_threshold.secondary_territory,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
intrusion_response_threshold.source,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
involuntary_speech_processing,UNCLASSIFIED,1,T58:causal
ipRGC_M1_activation_threshold_sustained,NEURAL_PHYS,1,L2:param
ipRGC_M1_activation_threshold_sustained.note,NEURAL_PHYS,1,L2:paramsub
ipRGC_M1_activation_threshold_sustained.source,NEURAL_PHYS,1,L2:paramsub
isolation_onset_latency,UNCLASSIFIED,1,NM_SOCIAL_ISOLATION_ALLOSTATIC_001:param
isolation_onset_latency.bridge_type,UNCLASSIFIED,1,NM_SOCIAL_ISOLATION_ALLOSTATIC_001:paramsub
isolation_onset_latency.source,UNCLASSIFIED,1,NM_SOCIAL_ISOLATION_ALLOSTATIC_001:paramsub
isovist_area_preference_correlation,ENV_ARCH,1,SC2:param
isovist_area_preference_correlation.architectural_modifier_coefficients,ENV_ARCH,1,SC2:paramsub
isovist_area_preference_correlation.bridge_prior,ENV_ARCH,1,SC2:paramsub
isovist_area_preference_correlation.central_estimate,ENV_ARCH,1,SC2:paramsub
isovist_area_preference_correlation.confidence_interval_95,ENV_ARCH,1,SC2:paramsub
isovist_area_preference_correlation.confidence_score,ENV_ARCH,1,SC2:paramsub
isovist_area_preference_correlation.construct,ENV_ARCH,1,SC2:paramsub
isovist_area_preference_correlation.evolutionary_grounding_note,ENV_ARCH,1,SC2:paramsub
isovist_area_preference_correlation.population_modifiers,ENV_ARCH,1,SC2:paramsub
isovist_area_preference_correlation.source_panels,ENV_ARCH,1,SC2:paramsub
isovist_contrast_GSR_function,ENV_ARCH,1,SC3:param
isovist_contrast_GSR_function.bridge_prior,ENV_ARCH,1,SC3:paramsub
isovist_contrast_GSR_function.coefficient,ENV_ARCH,1,SC3:paramsub
isovist_contrast_GSR_function.construct,ENV_ARCH,1,SC3:paramsub
isovist_contrast_GSR_function.functional_form,ENV_ARCH,1,SC3:paramsub
isovist_contrast_GSR_function.functional_form_confidence,ENV_ARCH,1,SC3:paramsub
isovist_contrast_GSR_function.functional_form_warrant,ENV_ARCH,1,SC3:paramsub
isovist_contrast_GSR_function.isovist_ratio_GSR_table,ENV_ARCH,1,SC3:paramsub
isovist_contrast_GSR_function.population_modifiers,ENV_ARCH,1,SC3:paramsub
isovist_snap_GSR_response,ENV_ARCH,1,SC2:param
isovist_snap_GSR_response.bridge_prior,ENV_ARCH,1,SC2:paramsub
isovist_snap_GSR_response.bridge_warrant_coefficient,ENV_ARCH,1,SC2:paramsub
isovist_snap_GSR_response.bridge_warrant_form,ENV_ARCH,1,SC2:paramsub
isovist_snap_GSR_response.coefficient,ENV_ARCH,1,SC2:paramsub
isovist_snap_GSR_response.construct,ENV_ARCH,1,SC2:paramsub
isovist_snap_GSR_response.functional_form,ENV_ARCH,1,SC2:paramsub
isovist_snap_GSR_response.functional_form_confidence,ENV_ARCH,1,SC2:paramsub
isovist_snap_GSR_response.functional_form_warrant,ENV_ARCH,1,SC2:paramsub
isovist_snap_GSR_response.population_modifiers,ENV_ARCH,1,SC2:paramsub
isovist_snap_GSR_response.range_for_architectural_thresholds,ENV_ARCH,1,SC2:paramsub
knowledge_meaning_modifier,UNCLASSIFIED,1,VF1:param
knowledge_meaning_modifier.context_richness_range,UNCLASSIFIED,1,VF1:paramsub
knowledge_meaning_modifier.formula,UNCLASSIFIED,1,VF1:paramsub
knowledge_meaning_modifier.k_naive,UNCLASSIFIED,1,VF1:paramsub
knowledge_meaning_modifier.k_professional_architect,ENV_ARCH,1,VF1:paramsub
knowledge_meaning_modifier.maximum_reduction,UNCLASSIFIED,1,VF1:paramsub
knowledge_meaning_modifier.notes,UNCLASSIFIED,1,VF1:paramsub
knowledge_meaning_modifier.warrant,UNCLASSIFIED,1,VF1:paramsub
knowledge_meaning_modulation,UNCLASSIFIED,1,VF1:mech
landmark_density,UNCLASSIFIED,1,ED_PATTERN_SEP_COMP_001:architectural_modifier_coefficients
layout_regularity,ENV_ARCH,1,T3:causal
layout_typicality,ENV_ARCH,1,ED_SCHEMA_ENCODING_001:architectural_modifier_coefficients
lc_ne_gain_modulation_coefficient,UNCLASSIFIED,1,NM_CIRCADIAN_ENTRAINMENT_001:param
lc_ne_gain_modulation_coefficient.note,UNCLASSIFIED,1,NM_CIRCADIAN_ENTRAINMENT_001:paramsub
lc_ne_gain_modulation_coefficient.population_modifiers,POP_MOD,1,NM_CIRCADIAN_ENTRAINMENT_001:paramsub
lc_ne_gain_modulation_coefficient.source,UNCLASSIFIED,1,NM_CIRCADIAN_ENTRAINMENT_001:paramsub
legible_environment,UNCLASSIFIED,1,T28:causal
lighting_contrast,ENV_ARCH,1,ED_HIPPOCAMPAL_ENCODING_001:architectural_modifier_coefficients
limbic_activation,UNCLASSIFIED,1,T35:causal
locomotor_PE,UNCLASSIFIED,1,TP1:causal
locus_coeruleus_shift,UNCLASSIFIED,1,T11:causal
low_cue_validity,UNCLASSIFIED,1,T37:causal
low_demand_environment,UNCLASSIFIED,1,T27:causal
low_prediction_error,PSYCH_COG,1,T2:mech
luminance_PE_extreme,UNCLASSIFIED,1,L1:mech
luminance_PE_high_structured,UNCLASSIFIED,1,L1:mech
luminance_PE_moderate,UNCLASSIFIED,1,L1:mech
luminance_contrast_ratio,ENV_ARCH,2,L1:mech; T69:causal
magnocellular_pathway_PFC_activation,UNCLASSIFIED,1,T22:mech
maintenance_operations,UNCLASSIFIED,1,T27:causal
maintenance_subsystems,UNCLASSIFIED,1,T27:causal
mandatory_distinguishing_dimensions,UNCLASSIFIED,1,ED_PATTERN_SEP_COMP_001:param
mandatory_distinguishing_dimensions.interpretation,UNCLASSIFIED,1,ED_PATTERN_SEP_COMP_001:paramsub
material_authenticity_judgment,ENV_ARCH,1,MAT3:causal
material_authenticity_perception,ENV_ARCH,1,OLF1:causal
material_category_evaluation,ENV_ARCH,1,T34:causal
material_change,ENV_ARCH,1,ED_HIPPOCAMPAL_ENCODING_001:architectural_modifier_coefficients
material_cultural_context_congruence,ENV_ARCH,1,MAT5:causal
material_thermal_effusivity,ENV_ARCH,1,MAT1:causal
material_visual_olfactory_congruence,ENV_ARCH,1,OLF1:causal
measured_response,UNCLASSIFIED,1,AX12:causal
mechanism_activation,UNCLASSIFIED,1,AX11:causal
mechanism_activation_vector,UNCLASSIFIED,1,M12:causal
mechanism_convergence,UNCLASSIFIED,1,M16:causal
mechanoreceptor_array,UNCLASSIFIED,1,T34:causal
medial_temporal_DMN_divergent_generation,UNCLASSIFIED,1,T54:causal
medial_temporal_DMN_generation,UNCLASSIFIED,1,T54:causal
memory_consolidation,PSYCH_COG,1,T10:causal
mentalizing_load_distance_function,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:param
mentalizing_load_distance_function.active_mentalizing_range,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:paramsub
mentalizing_load_distance_function.bridge_type,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:paramsub
mentalizing_load_distance_function.passive_mentalizing_range,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:paramsub
mentalizing_network_engagement,PSYCH_COG,1,T48:causal
meta_aware_mind_wandering,UNCLASSIFIED,1,CREA3:causal
metabolic_cost_fatigue,UNCLASSIFIED,1,T38:causal
metabolic_cost_reduction,UNCLASSIFIED,1,T1:param
metabolic_cost_reduction.central_value,UNCLASSIFIED,1,T1:paramsub
metabolic_cost_reduction.warrant,UNCLASSIFIED,1,T1:paramsub
metabolic_demand_pfc,UNCLASSIFIED,1,T44:causal
metabolic_mobilization,UNCLASSIFIED,1,T5:causal
metabolic_temporal_profile,UNCLASSIFIED,1,T45:causal
metric_hierarchy_representation,ENV_ARCH,1,M8:causal
migraine_prone,UNCLASSIFIED,1,L1:population_modifiers
minimum_distinguishing_features_elderly,POP_MOD,1,ED_PATTERN_SEP_COMP_001:param
minimum_distinguishing_features_elderly.interpretation,POP_MOD,1,ED_PATTERN_SEP_COMP_001:paramsub
minimum_distinguishing_features_young,UNCLASSIFIED,1,ED_PATTERN_SEP_COMP_001:param
minimum_distinguishing_features_young.interpretation,UNCLASSIFIED,1,ED_PATTERN_SEP_COMP_001:paramsub
minimum_rest_duration,UNCLASSIFIED,2,MS_CONSOLIDATION_RESTORATION_001:param; MS_RIPPLE_REPLAY_002:param
minimum_rest_duration.interpretation,UNCLASSIFIED,2,MS_CONSOLIDATION_RESTORATION_001:paramsub; MS_RIPPLE_REPLAY_002:paramsub
minimum_rest_duration.source,UNCLASSIFIED,2,MS_CONSOLIDATION_RESTORATION_001:paramsub; MS_RIPPLE_REPLAY_002:paramsub
mode_locked_oscillations,UNCLASSIFIED,1,M8:causal
moderate_positional_PE,UNCLASSIFIED,1,VF2:mech
moderate_resolvable_PE,UNCLASSIFIED,1,T2:mech
moderate_thermal_PE,UNCLASSIFIED,1,MAT2:causal
modification_integration_limit,UNCLASSIFIED,1,ED_RECONSOLIDATION_001:param
modification_integration_limit.interpretation,UNCLASSIFIED,1,ED_RECONSOLIDATION_001:paramsub
motor_PE_magnitude,UNCLASSIFIED,1,TP1:causal
motor_planning_system,UNCLASSIFIED,1,M10:causal
motor_proprioceptive_PE_stream,UNCLASSIFIED,1,CREA3:causal
motor_simulation,UNCLASSIFIED,1,M10:causal
motor_simulation_activation,UNCLASSIFIED,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:mech
motor_system_engagement,PSYCH_COG,1,M9:causal
motor_system_entrainment,UNCLASSIFIED,1,M2:causal
movement_density,UNCLASSIFIED,1,SPATIAL_SOCIAL_ENCOUNTER_001:mech
multi_channel_activation,UNCLASSIFIED,1,VIEW1:mech
multi_channel_confirmation,UNCLASSIFIED,1,VIEW1:mech
multi_channel_convergence,UNCLASSIFIED,1,MAT4:causal
multi_channel_partial_redundancy_correction,UNCLASSIFIED,1,VIEW1:param
multi_channel_partial_redundancy_correction.inter_channel_correlation,UNCLASSIFIED,1,VIEW1:paramsub
multi_channel_partial_redundancy_correction.total_explained_variance_estimate,UNCLASSIFIED,1,VIEW1:paramsub
multi_pathway_activation,UNCLASSIFIED,1,T13:causal
multichannel_convergence_bonus,UNCLASSIFIED,1,SC3:param
multichannel_convergence_bonus.construct,UNCLASSIFIED,1,SC3:paramsub
multichannel_convergence_bonus.note,UNCLASSIFIED,1,SC3:paramsub
multichannel_convergence_bonus.values,UNCLASSIFIED,1,SC3:paramsub
multimodal_architectural_cues,ENV_ARCH,1,T39:causal
multimodal_input,UNCLASSIFIED,1,E1:causal
multiple_environmental_demands,UNCLASSIFIED,1,T29:causal
multiple_hippocampal_traces,NEURAL_PHYS,1,E3:causal
multiple_retrieval_events,UNCLASSIFIED,1,E3:causal
multisensory_enhancement,UNCLASSIFIED,1,T40:causal
multisensory_integration_circuits,UNCLASSIFIED,1,T39:causal
multisensory_processing_fluency,UNCLASSIFIED,1,T53:causal
musical_beat,UNCLASSIFIED,1,M2:causal
musical_craftsmanship,UNCLASSIFIED,1,M7:causal
musical_event,UNCLASSIFIED,1,M12:causal
musical_stimulus,UNCLASSIFIED,1,M14:causal
musical_structure,UNCLASSIFIED,3,M13:causal; M4:causal; M6:causal
natural_material_VOCs,ENV_ARCH,1,MAT4:causal
natural_material_acoustic_absorption,ENV_ARCH,1,MAT4:causal
natural_material_thermal_effusivity,ENV_ARCH,1,MAT4:causal
natural_material_visual_grain,ENV_ARCH,1,MAT4:causal
natural_materials,ENV_ARCH,1,T1:architectural_modifier_coefficients
natural_weathering,UNCLASSIFIED,1,TP3:causal
nature_scene_exposure,UNCLASSIFIED,1,T13:causal
nature_view_presence,ENV_ARCH,2,MS_RIPPLE_REPLAY_002:architectural_modifier_coefficients; VIEW1:mech
nature_view_restorative_advantage,ENV_ARCH,1,MS_CONSOLIDATION_RESTORATION_001:param
nature_view_restorative_advantage.interpretation,ENV_ARCH,1,MS_CONSOLIDATION_RESTORATION_001:paramsub
nature_view_rsa_enhancement,ENV_ARCH,1,NM_VAGAL_REGULATION_001:param
nature_view_rsa_enhancement.bridge_type,ENV_ARCH,1,NM_VAGAL_REGULATION_001:paramsub
nature_view_rsa_enhancement.effect,ENV_ARCH,1,NM_VAGAL_REGULATION_001:paramsub
nature_view_rsa_enhancement.note,ENV_ARCH,1,NM_VAGAL_REGULATION_001:paramsub
nature_view_rsa_enhancement.source,ENV_ARCH,1,NM_VAGAL_REGULATION_001:paramsub
navigation_strategy,UNCLASSIFIED,1,T43:causal
negative_affect_and_avoidance,PSYCH_COG,1,T2:mech
network_dominance,UNCLASSIFIED,1,T59:causal
network_state_switching,UNCLASSIFIED,1,T68:causal
neural_oscillators,NEURAL_PHYS,1,M8:causal
neuroception_of_safety,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:mech
neuromodulatory_independence_from_visual_luminance,UNCLASSIFIED,1,NM_CIRCADIAN_ENTRAINMENT_001:param
neuromodulatory_independence_from_visual_luminance.note,UNCLASSIFIED,1,NM_CIRCADIAN_ENTRAINMENT_001:paramsub
new_information_plus_prior_knowledge,UNCLASSIFIED,1,E4:causal
noise_rsa_modulation,ENV_ARCH,1,NM_VAGAL_REGULATION_001:param
noise_rsa_modulation.bridge_type,ENV_ARCH,1,NM_VAGAL_REGULATION_001:paramsub
noise_rsa_modulation.effect,ENV_ARCH,1,NM_VAGAL_REGULATION_001:paramsub
noise_rsa_modulation.source,ENV_ARCH,1,NM_VAGAL_REGULATION_001:paramsub
noise_rsa_modulation.threshold_laeq,ENV_ARCH,1,NM_VAGAL_REGULATION_001:paramsub
nostalgic_emotion,UNCLASSIFIED,1,M5:causal
novel_architectural_features,ENV_ARCH,1,T17:causal
nucleus_ambiguus_stimulation,UNCLASSIFIED,1,T65:causal
observation_vs_engagement_distinction,PSYCH_COG,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:param
observation_vs_engagement_distinction.active_engagement,PSYCH_COG,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
observation_vs_engagement_distinction.bridge_type,PSYCH_COG,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
observation_vs_engagement_distinction.passive_observation,PSYCH_COG,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
observation_vs_engagement_distinction.source,PSYCH_COG,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
observed_effect,UNCLASSIFIED,1,AX11:causal
observed_emotional_state_of_others,UNCLASSIFIED,1,T49:causal
olfactory_bulb_output,UNCLASSIFIED,1,T35:causal
olfactory_change_at_threshold,UNCLASSIFIED,1,OLF1:causal
olfactory_context_match,UNCLASSIFIED,1,OLF1:causal
olfactory_contribution_temporal_profile,UNCLASSIFIED,1,OLF1:causal
olfactory_epithelium,UNCLASSIFIED,1,T35:causal
olfactory_visual_congruence,UNCLASSIFIED,1,T53:causal
open_plan_working_memory_interruption_rate,PSYCH_COG,1,SC4:param
open_plan_working_memory_interruption_rate.architectural_modifier_coefficients,ENV_ARCH,1,SC4:paramsub
open_plan_working_memory_interruption_rate.bridge_prior,PSYCH_COG,1,SC4:paramsub
open_plan_working_memory_interruption_rate.central_estimate,PSYCH_COG,1,SC4:paramsub
open_plan_working_memory_interruption_rate.confidence_interval_95,PSYCH_COG,1,SC4:paramsub
open_plan_working_memory_interruption_rate.confidence_score,PSYCH_COG,1,SC4:paramsub
open_plan_working_memory_interruption_rate.construct,PSYCH_COG,1,SC4:paramsub
open_plan_working_memory_interruption_rate.mechanism_note,PSYCH_COG,1,SC4:paramsub
optimal_contrast_distribution,ENV_ARCH,1,T69:causal
orientation_modifier,UNCLASSIFIED,1,L3:param
orientation_modifier.east_west_facing,UNCLASSIFIED,1,L3:paramsub
orientation_modifier.north_facing_45N_latitude,UNCLASSIFIED,1,L3:paramsub
orientation_modifier.north_facing_60N_latitude_winter,UNCLASSIFIED,1,L3:paramsub
orientation_modifier.source,UNCLASSIFIED,1,L3:paramsub
orientation_modifier.south_facing_reference,UNCLASSIFIED,1,L3:paramsub
overall_stress_reduction_effect,PSYCH_COG,1,VIEW1:param
overall_stress_reduction_effect.CI_95,PSYCH_COG,1,VIEW1:paramsub
overall_stress_reduction_effect.central_value,PSYCH_COG,1,VIEW1:paramsub
overall_stress_reduction_effect.source,PSYCH_COG,1,VIEW1:paramsub
overall_stress_reduction_effect.warrant,PSYCH_COG,1,VIEW1:paramsub
oxytocin_release,NEURAL_PHYS,1,T52:causal
parasympathetic_activation_with_piloerection,UNCLASSIFIED,1,T56:causal
parasympathetic_tone,UNCLASSIFIED,1,T_ES30:causal
partial_retrieval_cue,UNCLASSIFIED,1,E2:causal
partial_revelation_bonus,UNCLASSIFIED,1,SC3:param
partial_revelation_bonus.central_estimate_gsr_area_bonus_pct,UNCLASSIFIED,1,SC3:paramsub
partial_revelation_bonus.construct,UNCLASSIFIED,1,SC3:paramsub
partial_revelation_bonus.range_pct,UNCLASSIFIED,1,SC3:paramsub
path_discontinuity,UNCLASSIFIED,1,T24:causal
path_integration_accuracy,UNCLASSIFIED,1,SN2:causal
path_threshold_density,UNCLASSIFIED,1,T61:causal
pattern_completion,UNCLASSIFIED,1,T23:causal
pe_encoding_boost,PSYCH_COG,1,ED_PE_ENCODING_PRINCIPLE_001:param
pe_encoding_boost.interpretation,PSYCH_COG,1,ED_PE_ENCODING_PRINCIPLE_001:paramsub
pe_encoding_boost.source,PSYCH_COG,1,ED_PE_ENCODING_PRINCIPLE_001:paramsub
pe_engagement_frequency_range,PSYCH_COG,1,L5:param
pe_engagement_frequency_range.lower_bound_cycles_per_minute,PSYCH_COG,1,L5:paramsub
pe_engagement_frequency_range.note,PSYCH_COG,1,L5:paramsub
pe_engagement_frequency_range.optimal_range,PSYCH_COG,1,L5:paramsub
pe_engagement_frequency_range.source,PSYCH_COG,1,L5:paramsub
pe_engagement_frequency_range.upper_bound_cycles_per_minute,PSYCH_COG,1,L5:paramsub
pe_event_density,UNCLASSIFIED,1,TP4:causal
pe_habituation_rate,UNCLASSIFIED,1,ED_PE_ENCODING_PRINCIPLE_001:param
pe_habituation_rate.interpretation,UNCLASSIFIED,1,ED_PE_ENCODING_PRINCIPLE_001:paramsub
pe_magnitude_dose_response,UNCLASSIFIED,1,ED_PE_ENCODING_PRINCIPLE_001:param
pe_magnitude_dose_response.interpretation,UNCLASSIFIED,1,ED_PE_ENCODING_PRINCIPLE_001:paramsub
pe_reduction_natural_vs_scrambled,UNCLASSIFIED,1,T1:param
pe_reduction_natural_vs_scrambled.CI_95,UNCLASSIFIED,1,T1:paramsub
pe_reduction_natural_vs_scrambled.central_value,UNCLASSIFIED,1,T1:paramsub
pe_reduction_natural_vs_scrambled.source,UNCLASSIFIED,1,T1:paramsub
pe_reduction_natural_vs_scrambled.warrant,UNCLASSIFIED,1,T1:paramsub
pe_sources_architectural,ENV_ARCH,1,ED_PE_ENCODING_PRINCIPLE_001:param
pe_sources_architectural.interpretation,ENV_ARCH,1,ED_PE_ENCODING_PRINCIPLE_001:paramsub
peak_engagement_visual_groove,PSYCH_COG,1,VF2:mech
pediatric_under_12,POP_MOD,1,T2:population_modifiers
perceived_control,PSYCH_COG,1,AX4:causal
perceived_control_over_social_exposure,PSYCH_COG,1,SOC2:causal
perceived_emotion,UNCLASSIFIED,2,M17:causal; M3:causal
perceived_freedom,UNCLASSIFIED,1,CREA2:causal
perceived_physical_vastness,UNCLASSIFIED,1,T56:causal
perceived_sadness,UNCLASSIFIED,1,M15:causal
perceived_social_affordances,UNCLASSIFIED,1,T19:causal
perceived_social_isolation,UNCLASSIFIED,2,NM_SOCIAL_ISOLATION_ALLOSTATIC_001:mech; T50:causal
perceived_temperature,UNCLASSIFIED,1,COL2:causal
perceptual_awareness,UNCLASSIFIED,1,T26:causal
perceptual_efficiency_pathway,UNCLASSIFIED,1,T13:causal
perceptual_information,UNCLASSIFIED,1,T28:causal
periodic_auditory_input,UNCLASSIFIED,1,M10:causal
periodic_auditory_structure,UNCLASSIFIED,1,M8:causal
personal_zone_boundary,UNCLASSIFIED,1,PROXEMIC_PE_ARCH_001:param
personal_zone_boundary.bridge_type,UNCLASSIFIED,1,PROXEMIC_PE_ARCH_001:paramsub
personal_zone_boundary.population_modifiers,POP_MOD,1,PROXEMIC_PE_ARCH_001:paramsub
personal_zone_boundary.source,UNCLASSIFIED,1,PROXEMIC_PE_ARCH_001:paramsub
pfc_hierarchy_level_engaged,ENV_ARCH,1,T44:causal
photopic_to_melanopic_conversion_by_CCT,UNCLASSIFIED,1,L4:param
photopic_to_melanopic_conversion_by_CCT.2700K_warm_white,UNCLASSIFIED,1,L4:paramsub
photopic_to_melanopic_conversion_by_CCT.3000K,UNCLASSIFIED,1,L4:paramsub
photopic_to_melanopic_conversion_by_CCT.4000K_neutral_white,UNCLASSIFIED,1,L4:paramsub
photopic_to_melanopic_conversion_by_CCT.5000K,UNCLASSIFIED,1,L4:paramsub
photopic_to_melanopic_conversion_by_CCT.6500K_cool_white_D65,UNCLASSIFIED,1,L4:paramsub
photopic_to_melanopic_conversion_by_CCT.natural_daylight_overcast,ENV_ARCH,1,L4:paramsub
photopic_to_melanopic_conversion_by_CCT.note,UNCLASSIFIED,1,L4:paramsub
photopic_to_melanopic_conversion_by_CCT.source,UNCLASSIFIED,1,L4:paramsub
phylogenetic_ordering_flag,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:param
phylogenetic_ordering_flag.note,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:paramsub
physiological_arousal,UNCLASSIFIED,1,COL2:causal
physiological_normalization,UNCLASSIFIED,1,SRT1:causal
place_cell_stability,UNCLASSIFIED,1,T3:causal
place_identity_reinforcement,UNCLASSIFIED,1,OLF1:causal
pleasurable_sadness,UNCLASSIFIED,1,M15:causal
positive_aesthetic_response,UNCLASSIFIED,1,L1:mech
