variable,category,source_count,sample_sources
positive_aesthetic_response_and_approach,UNCLASSIFIED,1,T1:mech
positive_affect,PSYCH_COG,1,T39:causal
positive_affect_shift,PSYCH_COG,1,SRT1:causal
positive_affective_marking,PSYCH_COG,1,T67:causal
positive_social_interaction,UNCLASSIFIED,1,NM3:causal
positive_valence_and_approach,PSYCH_COG,1,T2:mech
posterior_insular_activation,UNCLASSIFIED,1,MAT1:causal
posterior_insular_cortex_activation,NEURAL_PHYS,1,MAT1:causal
postural_PE,UNCLASSIFIED,1,TP1:causal
postural_motor_preparation,UNCLASSIFIED,1,T8:causal
predictability_modulation_coefficient,UNCLASSIFIED,1,PROXEMIC_PE_ARCH_001:param
predictability_modulation_coefficient.bridge_type,UNCLASSIFIED,1,PROXEMIC_PE_ARCH_001:paramsub
predictability_modulation_coefficient.source,UNCLASSIFIED,1,PROXEMIC_PE_ARCH_001:paramsub
predicted_sensory_flow,UNCLASSIFIED,1,EC2:causal
prediction_error_function,PSYCH_COG,1,T15:causal
prediction_error_generation,PSYCH_COG,1,E6:causal
prediction_error_magnitude,PSYCH_COG,1,T2:mech
prediction_error_reduction,PSYCH_COG,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:param
prediction_error_reduction.bridge_type,PSYCH_COG,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
prediction_error_reduction.note,PSYCH_COG,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
prediction_error_reduction.primary_territory_PE_reduction,PSYCH_COG,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
prediction_error_reduction.public_territory_PE_reduction,PSYCH_COG,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
prediction_error_reduction.secondary_territory_PE_reduction,PSYCH_COG,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
prediction_error_strength,PSYCH_COG,1,E6:causal
preference_judgment,UNCLASSIFIED,1,T67:causal
preferred_luminance_range_visual_field,UNCLASSIFIED,1,L1:param
preferred_luminance_range_visual_field.lower_bound,UNCLASSIFIED,1,L1:paramsub
preferred_luminance_range_visual_field.upper_bound,UNCLASSIFIED,1,L1:paramsub
preferred_luminance_range_visual_field.warrant,UNCLASSIFIED,1,L1:paramsub
prefrontal_metabolic_cost,UNCLASSIFIED,1,T47:causal
premotor_mirror_activation,UNCLASSIFIED,1,T49:causal
primary_architectural_LSF_drivers,ENV_ARCH,1,T22:param
primary_architectural_LSF_drivers.notes,ENV_ARCH,1,T22:paramsub
primary_architectural_LSF_drivers.warrant,ENV_ARCH,1,T22:paramsub
prior_knowledge_schema,UNCLASSIFIED,1,E1:causal
privacy_PE_magnitude,UNCLASSIFIED,1,SOC2:causal
privacy_gradient_specification,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:mech
privacy_levels,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:param
privacy_levels.bridge_type,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:paramsub
privacy_levels.intimate,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:paramsub
privacy_levels.private,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:paramsub
privacy_levels.public,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:paramsub
privacy_levels.semi_private,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:paramsub
privacy_levels.semi_public,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:paramsub
privacy_levels.source,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:paramsub
privacy_regulation_capacity,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:mech
privacy_regulation_mismatch,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:mech
processing_allocation,UNCLASSIFIED,1,AX10:causal
processing_disfluency,UNCLASSIFIED,1,T60:causal
processing_fluency,UNCLASSIFIED,4,CREA2:causal; SND1:causal; T39:causal; T67:causal
processing_fluency_enhancement,UNCLASSIFIED,1,T69:causal
processing_speed_and_accuracy,UNCLASSIFIED,1,T67:causal
processing_style,UNCLASSIFIED,1,CREA2:causal
production_blocking_reduction,UNCLASSIFIED,1,CREA4:causal
prolonged_dmn_suppression,UNCLASSIFIED,1,T4:causal
prosocial_behavior,BEHAV_OUTCOME,1,NM3:causal
prosocial_behavior_increase,BEHAV_OUTCOME,1,T56:causal
prosocial_behavioral_shift,BEHAV_OUTCOME,1,NM_OXYTOCIN_SOCIAL_003:mech
prospect_refuge_optimal_configuration,UNCLASSIFIED,1,SC2:param
prospect_refuge_optimal_configuration.bridge_prior,UNCLASSIFIED,1,SC2:paramsub
prospect_refuge_optimal_configuration.construct,UNCLASSIFIED,1,SC2:paramsub
prospect_refuge_optimal_configuration.note,UNCLASSIFIED,1,SC2:paramsub
prospect_refuge_optimal_configuration.optimal_prospect_isovist_area,ENV_ARCH,1,SC2:paramsub
prospect_refuge_optimal_configuration.optimal_refuge_condition,UNCLASSIFIED,1,SC2:paramsub
proxemic_PE,UNCLASSIFIED,1,SOC1:causal
proxemic_PE_direction,UNCLASSIFIED,1,SOC1:causal
proximity_to_learning_zone,UNCLASSIFIED,1,MS_CONSOLIDATION_RESTORATION_001:architectural_modifier_coefficients
psychological_safety_cues,UNCLASSIFIED,1,CREA4:causal
pulvinar_filtering_mode,UNCLASSIFIED,1,T46:causal
quiet_wakefulness,UNCLASSIFIED,1,T25:causal
rTPJ_activation,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:mech
rTPJ_metabolic_cost,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:mech
rapid_neocortical_integration,NEURAL_PHYS,1,E4:causal
reactivation_trigger_threshold,UNCLASSIFIED,1,ED_RECONSOLIDATION_001:param
reactivation_trigger_threshold.interpretation,UNCLASSIFIED,1,ED_RECONSOLIDATION_001:paramsub
recent_thermal_exposure_history,UNCLASSIFIED,1,MAT2:causal
recently_encoded_hippocampal_trace,NEURAL_PHYS,1,E5:causal
reconsolidation_window_duration,ENV_ARCH,1,ED_RECONSOLIDATION_001:param
reconsolidation_window_duration.interpretation,ENV_ARCH,1,ED_RECONSOLIDATION_001:paramsub
reconsolidation_window_duration.note,ENV_ARCH,1,ED_RECONSOLIDATION_001:paramsub
recovery_time_after_evening_light_removal,ENV_ARCH,1,CB_SLEEP_ARCHITECTURE_002:param
recovery_time_after_evening_light_removal.note,ENV_ARCH,1,CB_SLEEP_ARCHITECTURE_002:paramsub
recovery_time_after_evening_light_removal.source,ENV_ARCH,1,CB_SLEEP_ARCHITECTURE_002:paramsub
reduced_cortical_metabolic_demand,NEURAL_PHYS,1,T1:mech
reduced_expected_free_energy,UNCLASSIFIED,1,T21:causal
reduced_mPFC_self_referential_activity,UNCLASSIFIED,1,T56:causal
reduced_metabolic_demand,UNCLASSIFIED,1,T1:mech
reduced_metabolic_flexibility,UNCLASSIFIED,1,MAT2:causal
reduced_prediction_error,PSYCH_COG,1,T1:mech
reduced_prediction_error_in_visual_hierarchy,ENV_ARCH,1,T1:mech
reduced_subcortical_precision,NEURAL_PHYS,1,T32:causal
reduced_vigilance_cost,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:mech
relational_processing,UNCLASSIFIED,1,T60:causal
repeated_exposure_to_same_space,UNCLASSIFIED,1,ED_SYSTEMS_CONSOLIDATION_001:architectural_modifier_coefficients
repeated_stimulus,UNCLASSIFIED,1,AX2:causal
replay_events,UNCLASSIFIED,1,T25:causal
response_magnitude,UNCLASSIFIED,1,AX2:causal
rest_affordances,UNCLASSIFIED,1,T25:causal
rest_period_memory_benefit,PSYCH_COG,1,MS_CONSOLIDATION_RESTORATION_001:param
rest_period_memory_benefit.interpretation,PSYCH_COG,1,MS_CONSOLIDATION_RESTORATION_001:paramsub
rest_space_availability,UNCLASSIFIED,1,ED_SYSTEMS_CONSOLIDATION_001:architectural_modifier_coefficients
restoration_support_or_impedance,UNCLASSIFIED,1,T58:causal
restorative_environment,UNCLASSIFIED,1,SRT1:causal
restorative_environmental_features,UNCLASSIFIED,1,T10:causal
restorative_quality_index,UNCLASSIFIED,1,MS_CONSOLIDATION_RESTORATION_001:architectural_modifier_coefficients
retinal_adaptation_stress,PSYCH_COG,1,T69:causal
reward_prediction_error,PSYCH_COG,1,T41:causal
rhythmic_saccade_pattern,UNCLASSIFIED,1,VF2:mech
rhythmic_walking_movement,UNCLASSIFIED,1,CREA3:causal
robust_integrated_percept,UNCLASSIFIED,1,T40:causal
room_depth_attenuation_coefficient,ENV_ARCH,1,CIRCADIAN_ARCH_REGULATION_001:param
room_depth_attenuation_coefficient.note,ENV_ARCH,1,CIRCADIAN_ARCH_REGULATION_001:paramsub
room_depth_attenuation_coefficient.source,ENV_ARCH,1,CIRCADIAN_ARCH_REGULATION_001:paramsub
room_distinctiveness,ENV_ARCH,1,SN_CONTEXT_MEMORY_002:architectural_modifier_coefficients
room_familiarity,ENV_ARCH,1,SN_CONTEXT_MEMORY_002:population_modifiers
room_impulse_response,ENV_ARCH,1,T33:causal
rsa_baseline_healthy_adult,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:param
rsa_baseline_healthy_adult.bridge_type,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:paramsub
rsa_baseline_healthy_adult.ln_rmssd_range,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:paramsub
rsa_baseline_healthy_adult.source,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:paramsub
sDA300_circadian_proxy_threshold,NEURAL_PHYS,1,CIRCADIAN_ARCH_REGULATION_001:param
sDA300_circadian_proxy_threshold.note,NEURAL_PHYS,1,CIRCADIAN_ARCH_REGULATION_001:paramsub
sDA300_circadian_proxy_threshold.source,NEURAL_PHYS,1,CIRCADIAN_ARCH_REGULATION_001:paramsub
sad_music,UNCLASSIFIED,1,M15:causal
safety_assessment,UNCLASSIFIED,1,T_ES30:causal
safety_context,UNCLASSIFIED,1,M14:causal
safety_cue_presence,UNCLASSIFIED,1,T66:causal
salience_network_switching_rate,PSYCH_COG,1,CREA1:causal
salient_environmental_feature,UNCLASSIFIED,1,T26:causal
salient_event,UNCLASSIFIED,1,DT1:causal
scanning_speed_moderator,UNCLASSIFIED,1,VF2:param
scanning_speed_moderator.baseline,UNCLASSIFIED,1,VF2:paramsub
scanning_speed_moderator.notes,UNCLASSIFIED,1,VF2:paramsub
scene_category_and_affective_prediction,PSYCH_COG,1,T22:mech
scene_category_prediction,PSYCH_COG,1,T22:mech
schema_acceleration_factor,UNCLASSIFIED,1,ED_SCHEMA_ENCODING_001:param
schema_acceleration_factor.interpretation,UNCLASSIFIED,1,ED_SCHEMA_ENCODING_001:paramsub
schema_acceleration_factor.source,UNCLASSIFIED,1,ED_SCHEMA_ENCODING_001:paramsub
schema_acceleration_of_consolidation,UNCLASSIFIED,1,ED_SYSTEMS_CONSOLIDATION_001:param
schema_acceleration_of_consolidation.interpretation,UNCLASSIFIED,1,ED_SYSTEMS_CONSOLIDATION_001:paramsub
schema_accommodation,UNCLASSIFIED,1,T56:causal
schema_accommodation_demand,UNCLASSIFIED,1,T56:causal
schema_availability_threshold,UNCLASSIFIED,1,ED_SCHEMA_ENCODING_001:param
schema_availability_threshold.interpretation,UNCLASSIFIED,1,ED_SCHEMA_ENCODING_001:paramsub
schema_conformity_priority,UNCLASSIFIED,1,ED_SCHEMA_ENCODING_001:param
schema_conformity_priority.interpretation,UNCLASSIFIED,1,ED_SCHEMA_ENCODING_001:paramsub
schema_conformity_priority.options,UNCLASSIFIED,1,ED_SCHEMA_ENCODING_001:paramsub
schema_congruence_gating,UNCLASSIFIED,1,E1:causal
schema_congruent_information,UNCLASSIFIED,1,E4:causal
schema_incongruent_information,UNCLASSIFIED,1,E4:causal
schema_irrelevant_information,UNCLASSIFIED,1,E4:causal
schema_updating,UNCLASSIFIED,1,E6:causal
schema_violation_encoding_boost,PSYCH_COG,1,ED_SCHEMA_ENCODING_001:param
schema_violation_encoding_boost.interpretation,PSYCH_COG,1,ED_SCHEMA_ENCODING_001:paramsub
scn_resynchronization_velocity,NEURAL_PHYS,1,L2:param
scn_resynchronization_velocity.advance_direction,NEURAL_PHYS,1,L2:paramsub
scn_resynchronization_velocity.architectural_implication,ENV_ARCH,1,L2:paramsub
scn_resynchronization_velocity.delay_direction,NEURAL_PHYS,1,L2:paramsub
self_motion,UNCLASSIFIED,1,EC2:causal
self_regulation_capacity,UNCLASSIFIED,1,T4:causal
sensory_input,UNCLASSIFIED,2,AX12:causal; PP4:causal
sensory_reweighting,UNCLASSIFIED,1,T40:causal
separation_completion_balance,UNCLASSIFIED,1,E2:causal
separation_threshold_elderly_65plus,POP_MOD,1,ED_PATTERN_SEP_COMP_001:param
separation_threshold_elderly_65plus.interpretation,POP_MOD,1,ED_PATTERN_SEP_COMP_001:paramsub
separation_threshold_elderly_65plus.source,POP_MOD,1,ED_PATTERN_SEP_COMP_001:paramsub
separation_threshold_young_adults,UNCLASSIFIED,1,ED_PATTERN_SEP_COMP_001:param
separation_threshold_young_adults.interpretation,UNCLASSIFIED,1,ED_PATTERN_SEP_COMP_001:paramsub
separation_threshold_young_adults.note,UNCLASSIFIED,1,ED_PATTERN_SEP_COMP_001:paramsub
sequence_predictability,UNCLASSIFIED,1,ED_PE_ENCODING_PRINCIPLE_001:architectural_modifier_coefficients
sharp_wave_ripples,UNCLASSIFIED,1,T25:causal
shifted_prediction_error_function,PSYCH_COG,1,T15:causal
signage_schema_congruence,UNCLASSIFIED,1,ED_SCHEMA_ENCODING_001:architectural_modifier_coefficients
similar_learning_episodes,UNCLASSIFIED,1,E2:causal
skin_surface_contact_temperature,UNCLASSIFIED,1,MAT1:causal
sleep_disruption,BEHAV_OUTCOME,1,ED_SYSTEMS_CONSOLIDATION_001:population_modifiers
sleep_onset_latency_added_per_doubling,BEHAV_OUTCOME,1,CB_SLEEP_ARCHITECTURE_002:param
sleep_onset_latency_added_per_doubling.note,BEHAV_OUTCOME,1,CB_SLEEP_ARCHITECTURE_002:paramsub
sleep_onset_latency_added_per_doubling.source,BEHAV_OUTCOME,1,CB_SLEEP_ARCHITECTURE_002:paramsub
sleep_replay_SWR_spindle_SO,BEHAV_OUTCOME,1,E5:causal
social_action_plan,UNCLASSIFIED,1,CROSS_SOCIAL_AFFORDANCE_READING_001:mech
social_action_plan_quality,UNCLASSIFIED,1,CROSS_SOCIAL_AFFORDANCE_READING_001:mech
social_affordance_distribution,UNCLASSIFIED,1,XF_SOCIAL_AFFORDANCE_DENSITY_001:mech
social_ambiguity_drivers,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:param
social_ambiguity_drivers.ambiguous_social_coding,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:paramsub
social_ambiguity_drivers.bridge_type,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:paramsub
social_ambiguity_drivers.clear_social_coding,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:paramsub
social_ambiguity_drivers.note,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:paramsub
social_ambiguity_drivers.unclear_territorial_signals,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:paramsub
social_ambiguity_drivers.unpredictable_approach,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:paramsub
social_approach_tendency,UNCLASSIFIED,1,T49:causal
social_behavior,BEHAV_OUTCOME,1,T19:causal
social_behavior_pattern,BEHAV_OUTCOME,1,XF_SOCIAL_AFFORDANCE_DENSITY_001:mech
social_behavior_patterns,BEHAV_OUTCOME,1,T19:causal
social_behavioral_decision,BEHAV_OUTCOME,1,T48:causal
social_co_presence,UNCLASSIFIED,1,T52:causal
social_cognitive_fatigue,UNCLASSIFIED,1,CROSS_TPJ_SPATIAL_SOCIAL_BRIDGE_001:mech
social_contact_threshold,UNCLASSIFIED,1,NM_SOCIAL_ISOLATION_ALLOSTATIC_001:param
social_contact_threshold.bridge_type,UNCLASSIFIED,1,NM_SOCIAL_ISOLATION_ALLOSTATIC_001:paramsub
social_contact_threshold.population_modifiers,POP_MOD,1,NM_SOCIAL_ISOLATION_ALLOSTATIC_001:paramsub
social_contact_threshold.source,UNCLASSIFIED,1,NM_SOCIAL_ISOLATION_ALLOSTATIC_001:paramsub
social_cue_density,UNCLASSIFIED,1,T48:causal
social_engagement_behaviors,PSYCH_COG,1,T65:causal
social_engagement_facilitation,PSYCH_COG,1,NM_VAGAL_REGULATION_001:mech
social_environmental_features,UNCLASSIFIED,1,NM3:causal
social_jetlag_accumulation_rate,UNCLASSIFIED,1,CHRONO_LIGHT_ENTRAINMENT_001:param
social_jetlag_accumulation_rate.note,UNCLASSIFIED,1,CHRONO_LIGHT_ENTRAINMENT_001:paramsub
social_jetlag_accumulation_rate.source,UNCLASSIFIED,1,CHRONO_LIGHT_ENTRAINMENT_001:paramsub
social_mentalizing_readiness,UNCLASSIFIED,1,T51:causal
social_outcome,UNCLASSIFIED,1,CROSS_SOCIAL_AFFORDANCE_READING_001:mech
social_prediction_accuracy,PSYCH_COG,1,SOC3:causal
social_prediction_reduction,PSYCH_COG,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:mech
social_processing_load,UNCLASSIFIED,1,SOC3:causal
social_proximity_rsa_effect,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:param
social_proximity_rsa_effect.bridge_type,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:paramsub
social_proximity_rsa_effect.conversational_distance_range,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:paramsub
social_proximity_rsa_effect.rsa_increase,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:paramsub
social_proximity_rsa_effect.source,UNCLASSIFIED,1,NM_VAGAL_REGULATION_001:paramsub
social_saturation_threshold,UNCLASSIFIED,1,XF_SOCIAL_AFFORDANCE_DENSITY_001:param
social_saturation_threshold.bridge_type,UNCLASSIFIED,1,XF_SOCIAL_AFFORDANCE_DENSITY_001:paramsub
social_saturation_threshold.source,UNCLASSIFIED,1,XF_SOCIAL_AFFORDANCE_DENSITY_001:paramsub
social_wellbeing_and_engagement,PSYCH_COG,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:mech
soft_fascination,UNCLASSIFIED,1,VIEW1:mech
soft_fascination_environment,UNCLASSIFIED,1,CREA3:causal
soft_fascination_state,UNCLASSIFIED,1,T54:causal
somatosensory_insula_network,UNCLASSIFIED,1,T34:causal
soundscape_quality,UNCLASSIFIED,1,T58:causal
spatial_alternation_support,ENV_ARCH,1,CREA4:causal
spatial_anxiety,ENV_ARCH,1,T3:causal
spatial_awareness,ENV_ARCH,1,MSI2:causal
spatial_coherence_modifier,ENV_ARCH,1,L1:param
spatial_coherence_modifier.magnitude,ENV_ARCH,1,L1:paramsub
spatial_configuration,ENV_ARCH,2,SPATIAL_SOCIAL_ENCOUNTER_001:mech; T46:causal
spatial_congruence,ENV_ARCH,1,T33:causal
spatial_contrast_ratio,ENV_ARCH,1,THRESHOLD_EPISODIC_BOUNDARY_001:param
spatial_contrast_ratio.interpretation,ENV_ARCH,1,THRESHOLD_EPISODIC_BOUNDARY_001:paramsub
spatial_contrast_ratio.note,ENV_ARCH,1,THRESHOLD_EPISODIC_BOUNDARY_001:paramsub
spatial_enclosure_PE,ENV_ARCH,1,VF3:mech
spatial_enclosure_degree,ENV_ARCH,1,T_ES30:causal
spatial_layout,ENV_ARCH,1,XF_SOCIAL_AFFORDANCE_DENSITY_001:mech
spatial_layout_change_magnitude,ENV_ARCH,1,ED_RECONSOLIDATION_001:architectural_modifier_coefficients
spatial_layout_features,ENV_ARCH,1,T19:causal
spatial_navigation_contribution,ENV_ARCH,1,SN_CONTEXT_MEMORY_002:param
spatial_navigation_contribution.cross_panel_dependency,ENV_ARCH,1,SN_CONTEXT_MEMORY_002:paramsub
spatial_navigation_contribution.interpretation,ENV_ARCH,1,SN_CONTEXT_MEMORY_002:paramsub
spatial_proportion_variation,ENV_ARCH,1,ED_HIPPOCAMPAL_ENCODING_001:architectural_modifier_coefficients
spatial_reference_frame,ENV_ARCH,1,T18:causal
spatial_surprise_frequency,ENV_ARCH,1,T51:causal
spatial_understanding,ENV_ARCH,1,EC2:causal
spectral_slope_match,UNCLASSIFIED,1,SND1:causal
speech_in_noise_perception,ENV_ARCH,1,T32:causal
speech_intelligibility_in_environment,UNCLASSIFIED,1,T58:causal
squint_and_avoidance_behavior,BEHAV_OUTCOME,1,T69:causal
stable_environmental_context,UNCLASSIFIED,1,T23:causal
static_vs_dynamic_effect_size_ratio,UNCLASSIFIED,1,L5:param
static_vs_dynamic_effect_size_ratio.note,UNCLASSIFIED,1,L5:paramsub
static_vs_dynamic_effect_size_ratio.source,UNCLASSIFIED,1,L5:paramsub
step_height_deviation,UNCLASSIFIED,1,TP1:causal
stimulus_complexity,PSYCH_COG,1,T2:mech
stimulus_structural_properties,UNCLASSIFIED,1,T67:causal
stress_navigation_impairment_coupling,PSYCH_COG,1,T14:param
stress_navigation_impairment_coupling.bridge_type,PSYCH_COG,1,T14:paramsub
stress_navigation_impairment_coupling.dose_response,PSYCH_COG,1,T14:paramsub
stress_navigation_impairment_coupling.population_modifiers,PSYCH_COG,1,T14:paramsub
stress_navigation_impairment_coupling.source,PSYCH_COG,1,T14:paramsub
stress_response_magnitude,PSYCH_COG,1,AX4:causal
striatal_reward,UNCLASSIFIED,1,M13:causal
subcortical_visual_processing,NEURAL_PHYS,1,T9:causal
subjective_restoration,UNCLASSIFIED,1,T16:causal
subjective_time_dilation,UNCLASSIFIED,1,TP4:causal
subjective_wellbeing,BEHAV_OUTCOME,1,T19:causal
successful_or_attempted_retrieval,UNCLASSIFIED,1,E3:causal
superior_rhythm_synchronization,UNCLASSIFIED,1,M11:causal
supplementary_electric_lighting_specification,ENV_ARCH,1,CIRCADIAN_ARCH_REGULATION_001:param
supplementary_electric_lighting_specification.minimum_morning_illuminance_CCT2700K,ENV_ARCH,1,CIRCADIAN_ARCH_REGULATION_001:paramsub
supplementary_electric_lighting_specification.minimum_morning_illuminance_CCT4000K,ENV_ARCH,1,CIRCADIAN_ARCH_REGULATION_001:paramsub
surface_fractal_dimension,UNCLASSIFIED,1,TP3:causal
surface_material_properties,ENV_ARCH,1,T34:causal
surface_reflectance_near_window,ENV_ARCH,1,L1:architectural_modifier_coefficients
surface_roughness_and_contact_velocity,UNCLASSIFIED,1,MAT1:causal
sustained_attentional_demand,PSYCH_COG,1,T4:causal
sustained_privacy_PE,UNCLASSIFIED,1,SOC2:causal
sustained_proxemic_PE,UNCLASSIFIED,1,SOC1:causal
sustained_task_performance,BEHAV_OUTCOME,1,T44:causal
switching_cost,UNCLASSIFIED,1,CROSS_SOCIAL_AFFORDANCE_READING_001:param
switching_cost.bridge_type,UNCLASSIFIED,1,CROSS_SOCIAL_AFFORDANCE_READING_001:paramsub
switching_cost.high,UNCLASSIFIED,1,CROSS_SOCIAL_AFFORDANCE_READING_001:paramsub
switching_cost.low,UNCLASSIFIED,1,CROSS_SOCIAL_AFFORDANCE_READING_001:paramsub
swr_frequency_human_analogue,UNCLASSIFIED,1,MS_RIPPLE_REPLAY_002:param
swr_frequency_human_analogue.interpretation,UNCLASSIFIED,1,MS_RIPPLE_REPLAY_002:paramsub
sws_compression_per_15min_melatonin_delay,NEURAL_PHYS,1,CB_SLEEP_ARCHITECTURE_002:param
sws_compression_per_15min_melatonin_delay.note,NEURAL_PHYS,1,CB_SLEEP_ARCHITECTURE_002:paramsub
sws_compression_per_15min_melatonin_delay.source,NEURAL_PHYS,1,CB_SLEEP_ARCHITECTURE_002:paramsub
syncopation_level,UNCLASSIFIED,1,M9:causal
systems_consolidation,UNCLASSIFIED,1,E5:causal
systems_consolidation_timescale,UNCLASSIFIED,1,ED_SYSTEMS_CONSOLIDATION_001:param
systems_consolidation_timescale.interpretation,UNCLASSIFIED,1,ED_SYSTEMS_CONSOLIDATION_001:paramsub
task_goal_nesting_depth,UNCLASSIFIED,1,T38:causal
task_performance,BEHAV_OUTCOME,1,T20:causal
task_positive_network_engagement,PSYCH_COG,1,T4:causal
temporal_binding_in_episodic_trace,UNCLASSIFIED,1,E1:causal
temporal_context,UNCLASSIFIED,1,E1:causal
temporal_prediction_in_basal_ganglia_SMA,PSYCH_COG,1,VF2:mech
temporal_predictions,PSYCH_COG,1,M10:causal
territorial_boundary_clarity,UNCLASSIFIED,1,SOC3:causal
territorial_hierarchy_collapse,ENV_ARCH,1,SOC3:causal
territorial_markers,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:mech
territorial_signal_strength,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:param
territorial_signal_strength.bridge_type,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
territorial_signal_strength.primary_territory,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
territorial_signal_strength.public_territory,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
territorial_signal_strength.secondary_territory,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
territorial_signal_strength.source,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:paramsub
territorial_violation,UNCLASSIFIED,1,TERRITORIAL_AFFORDANCE_SOCIAL_001:mech
territorial_zone_level,UNCLASSIFIED,1,SOC3:causal
thermal_PE,UNCLASSIFIED,1,MAT2:causal
thermal_delight_and_engagement,ENV_ARCH,1,MAT2:causal
thermal_discomfort,UNCLASSIFIED,1,T57:causal
thermal_prediction_error,PSYCH_COG,1,T57:causal
thermal_state_vs_setpoint,UNCLASSIFIED,1,T74:causal
thermoreceptor_activation,UNCLASSIFIED,1,T57:causal
theta_sequence_coherence,UNCLASSIFIED,1,T24:causal
theta_sequence_formation,UNCLASSIFIED,1,T24:causal
theta_sequence_integrity,UNCLASSIFIED,1,T24:causal
threshold_adjustment,UNCLASSIFIED,1,PROXEMIC_PE_ARCH_001:mech
threshold_compression_ratio,UNCLASSIFIED,1,THRESHOLD_EPISODIC_BOUNDARY_001:architectural_modifier_coefficients
threshold_contrast_magnitude,ENV_ARCH,1,THRESHOLD_EPISODIC_BOUNDARY_001:architectural_modifier_coefficients
threshold_density_goldilocks,UNCLASSIFIED,1,SC3:param
threshold_density_goldilocks.architectural_distance_at_1.2ms,ENV_ARCH,1,SC3:paramsub
threshold_density_goldilocks.bridge_prior,UNCLASSIFIED,1,SC3:paramsub
threshold_density_goldilocks.construct,UNCLASSIFIED,1,SC3:paramsub
threshold_density_goldilocks.zones,UNCLASSIFIED,1,SC3:paramsub
threshold_multi_modal_contrast,ENV_ARCH,1,TP2:causal
threshold_sensory_discontinuity,UNCLASSIFIED,1,THRESHOLD_EPISODIC_BOUNDARY_001:architectural_modifier_coefficients
tier_1_architectural_social_facilitation,ENV_ARCH,1,NM_OXYTOCIN_SOCIAL_003:param
tier_1_architectural_social_facilitation.communal_dining_effect,ENV_ARCH,1,NM_OXYTOCIN_SOCIAL_003:paramsub
tier_1_architectural_social_facilitation.face_to_face_seating_effect,ENV_ARCH,1,NM_OXYTOCIN_SOCIAL_003:paramsub
tier_1_architectural_social_facilitation.shared_activity_surface_effect,ENV_ARCH,1,NM_OXYTOCIN_SOCIAL_003:paramsub
